RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2748,15767934,Weber,629,Germany,Female,31,10,0.0,1,0,0,82085.59,0
2749,15669422,Onio,702,Spain,Male,31,10,0.0,1,1,0,23284.22,0
2750,15809294,Brown,633,France,Male,36,2,73946.47,2,1,1,175407.34,0
2751,15626990,Muller,719,France,Female,36,3,102009.19,2,1,1,117728.49,0
2752,15585883,Arslan,497,France,Male,41,1,105296.48,1,0,0,14565.51,0
2753,15711324,Miller,804,France,Female,45,5,0.0,2,1,0,130302.13,1
2754,15728611,Brown,543,Spain,Male,28,9,0.0,1,1,0,88590.9,0
2755,15813375,Schmidt,726,Spain,Female,38,5,168397.68,2,1,0,47099.17,0
2756,15783543,Pirozzi,624,France,Male,27,8,0.0,2,0,1,39564.13,0
2757,15786733,Smith,639,Germany,Male,46,10,0.0,2,1,1,261.06,1
2758,15724252,Brown,627,Spain,Male,52,10,0.0,2,1,0,68636.86,0
2759,15655650,Howells,675,France,Female,33,3,113976.49,2,1,0,180542.26,0
2760,15672952,Moore,694,France,Male,39,2,108550.57,2,0,0,72224.49,0
2761,15599135,Hsia,752,Spain,Male,56,5,152400.21,1,1,1,145118.35,0
2762,15673465,Weber,785,Germany,Male,42,0,0.0,1,1,1,5792.32,0
2763,15656806,Yildiz,682,France,Male,27,4,73032.31,1,1,0,111440.13,0
2764,15574675,Kent,815,France,Female,22,7,0.0,1,1,0,148830.46,0
2765,15616815,Miller,659,France,Female,30,2,118179.11,1,1,0,172301.88,0
2766,15699345,Schmidt,753,Germany,Female,35,8,116573.51,2,0,0,70480.01,0
2767,15658032,Wilson,691,Germany,Male,48,9,0.0,2,1,0,47583.12,0
2768,15814075,Hooper,597,France,Female,34,3,89984.1,2,1,1,75595.46,0
2769,15685327,Bianchi,667,Spain,Female,26,3,114028.84,1,1,0,31714.8,1
2770,15805367,Aydin,698,France,Male,35,10,88062.85,2,0,1,106454.38,0
2771,15730871,Ozturk,647,Germany,Male,35,8,148666.06,1,1,1,18240.42,0
2772,15575800,Pirozzi,690,Germany,Female,30,8,118070.7,2,1,0,107338.59,0
2773,15616560,Hsia,733,France,Female,34,3,0.0,2,1,1,78114.52,0
2774,15742142,Brown,648,France,Male,40,4,0.0,1,1,0,180418.07,0
2775,15701974,Yildiz,367,France,Female,22,7,0.0,2,1,1,152810.67,0
2776,15641138,Yildiz,811,Germany,Female,35,7,131569.85,2,0,1,26513.78,0
2777,15696216,Lombardo,621,Germany,Female,73,2,120023.3,2,0,1,187715.85,0
2778,15791438,Rossi,571,France,Female,42,0,145184.87,1,0,0,162788.25,1
2779,15662873,Davis,542,Spain,Male,48,0,133138.33,2,0,0,153037.18,1
2780,15576979,Arslan,618,Spain,Male,56,3,0.0,2,0,0,60499.87,0
2781,15643437,Martin,596,France,Female,60,5,104720.82,1,0,1,130038.89,1
2782,15799659,Yildiz,579,France,Female,32,1,103208.47,1,1,0,112009.14,1
2783,15756136,Chien,585,Germany,Male,22,0,117302.02,1,1,1,10410.05,0
2784,15775060,Muller,701,France,Female,51,3,138622.44,3,1,0,153997.37,1
2785,15793592,Rossi,845,Spain,Female,35,9,131441.47,2,1,1,197293.48,1
2786,15595075,Jones,729,Germany,Male,36,2,143384.17,1,0,0,58349.05,1
2787,15636366,Ozturk,758,France,Male,44,7,94799.92,1,0,1,103170.87,0
2788,15580656,Yildiz,614,France,Male,38,7,0.0,1,0,0,156627.39,0
2789,15566884,Davis,660,France,Male,41,6,0.0,2,0,1,181176.24,0
2790,15774368,Bianchi,691,France,Female,42,9,100516.57,1,1,0,778.91,1
2791,15799927,Demir,587,France,Male,51,3,91755.48,1,1,0,121236.93,1
2792,15604638,Hooper,609,Spain,Female,43,1,113748.18,1,1,0,138446.49,0
2793,15746235,Moore,732,Germany,Male,27,1,81719.03,2,1,1,114944.78,0
2794,15699419,Cameron,755,Spain,Female,26,4,0.0,1,1,1,71987.93,1
2795,15583006,Moore,656,France,Male,31,5,91026.31,3,0,0,104706.61,1
2796,15794627,Aydin,535,France,Female,42,6,84984.64,2,1,1,71445.05,0
2797,15783501,Yilmaz,622,Spain,Male,27,9,83110.41,1,0,1,185379.4,0
2798,15707556,Ferri,512,France,Female,27,1,0.0,1,1,0,158270.54,0
2799,15742665,Chien,657,France,Male,41,6,135467.56,1,0,0,121156.46,1
2800,15665004,Howells,675,Spain,Male,32,3,0.0,2,0,0,74904.67,0
2801,15763902,Pirozzi,624,Spain,Male,58,7,123333.99,2,0,1,44725.84,0
2802,15676950,Aydin,673,Spain,Male,32,2,113852.84,2,1,0,55212.14,0
2803,15812984,Jones,690,France,Female,47,0,0.0,2,1,0,81475.19,0
2804,15581479,Arslan,675,Germany,Male,36,6,135041.49,1,1,0,84657.71,1
2805,15608736,Celik,535,France,Female,26,3,135916.96,2,0,1,54752.45,0
2806,15807878,Yilmaz,626,France,Male,32,9,114422.76,2,0,1,54631.71,0
2807,15637893,Sahin,689,France,Male,37,8,118913.27,1,0,0,108987.1,0
2808,15643361,Hsia,802,Spain,Female,32,5,0.0,1,1,0,153261.81,0
2809,15763511,Aydin,624,France,Male,56,4,98928.0,1,1,0,56531.17,0
2810,15613039,Ozturk,703,Germany,Female,28,7,142051.37,2,0,0,166810.75,1
2811,15694079,Celik,734,Spain,Male,33,5,0.0,4,1,1,120982.27,1
2812,15637209,Weber,631,Spain,Female,43,7,0.0,1,1,0,85919.25,0
2813,15615182,Muller,760,France,Female,64,8,137901.57,1,0,0,146355.33,1
2814,15806783,Conti,765,Germany,Male,45,10,127047.29,2,0,1,42986.41,0
2815,15615673,Celik,783,France,Female,42,3,120120.57,2,1,0,121024.95,0
2816,15589271,Arslan,694,France,Male,49,6,112564.12,1,0,1,139443.22,0
2817,15734178,Moore,850,France,Female,53,5,144190.83,2,0,1,194201.31,1
2818,15782517,Muller,591,Germany,Male,56,2,0.0,1,1,1,100996.29,0
2819,15597573,Yildiz,850,Spain,Male,45,2,0.0,2,1,1,120171.97,0
2820,15742654,Arslan,724,Spain,Male,53,0,111438.77,1,0,1,132408.54,0
2821,15700892,Martin,779,France,Female,40,3,135960.13,2,0,1,23478.6,0
2822,15773196,Yilmaz,619,France,Female,29,1,0.0,1,0,1,184115.0,0
2823,15597438,Davis,731,France,Female,41,2,0.0,1,1,1,140033.24,0
2824,15809664,Hooper,787,Spain,Female,60,1,151310.15,2,0,1,85651.11,1
2825,15720471,Chien,546,Spain,Female,18,0,140582.93,3,0,0,16845.79,0
2826,15776230,Wilson,634,Spain,Female,54,5,111138.82,2,1,0,93974.53,1
2827,15656187,Taylor,444,France,Male,40,10,126277.38,1,0,1,138115.91,0
2828,15801536,Greco,633,France,Male,50,4,127544.52,1,1,1,66351.77,0
2829,15722284,Hsia,572,Germany,Female,45,5,148307.81,1,0,0,120748.21,1
2830,15597433,Chien,629,France,Male,38,6,76081.9,2,1,1,46884.85,1
2831,15796416,Greco,850,France,Female,40,6,151987.21,1,0,1,23848.4,1
2832,15764639,Aydin,815,France,Male,47,0,0.0,1,0,0,178532.47,0
2833,15640748,Sahin,512,France,Male,29,4,133133.24,3,1,0,41472.38,1
2834,15702113,Wilson,703,France,Female,38,9,0.0,2,1,0,126359.02,0
2835,15662711,Jones,727,Spain,Male,45,2,113864.76,1,0,1,129545.77,0
2836,15701568,Arslan,618,Germany,Female,48,1,137372.77,2,0,0,168961.77,0
2837,15807033,Celik,667,Spain,Female,46,7,0.0,1,1,1,76148.98,0
2838,15790421,Pirozzi,676,France,Female,35,7,0.0,2,1,0,54516.24,0
2839,15619583,Bianchi,521,Germany,Female,39,7,88202.82,2,1,0,18193.53,0
2840,15808641,Fischer,551,France,Male,26,7,100115.53,2,1,0,158140.65,0
2841,15675182,Celik,667,France,Male,54,3,150921.53,2,1,1,184163.12,0
2842,15741902,Garcia,660,France,Female,42,6,156729.12,1,0,1,79829.39,0
2843,15756748,Bianchi,582,France,Male,39,9,117127.18,1,1,0,58261.02,0
2844,15686430,Chien,574,Spain,Male,39,1,125407.83,1,0,1,52763.27,0
2845,15679860,Fischer,641,Spain,Male,36,7,177162.16,1,1,1,182176.31,0
2846,15679796,Schmidt,735,France,Female,48,6,0.0,3,0,0,78674.56,1
2847,15781328,Martin,643,Germany,Female,40,3,0.0,1,1,1,146337.7,0
2848,15662282,Cameron,806,France,Male,28,10,147276.62,1,1,0,124185.52,0
2849,15635678,Smith,583,France,Male,31,1,104178.67,1,1,0,97789.99,0
2850,15656096,Sahin,669,Germany,Female,25,8,0.0,1,1,0,56394.45,0
2851,15614419,Lombardo,616,Spain,Male,59,6,0.0,2,0,1,145587.98,0
2852,15663573,Yilmaz,706,Spain,Male,37,1,160635.73,1,1,1,87489.12,0
2853,15594219,Brown,575,France,Male,61,4,105160.61,2,0,0,26932.47,0
2854,15588138,Celik,835,Germany,Female,41,3,0.0,1,1,0,89507.77,0
2855,15746655,Dogan,488,France,Male,35,4,0.0,2,1,1,179348.63,0
2856,15585059,Davis,815,France,Male,37,8,97211.25,1,1,0,98296.23,1
2857,15707746,Yildiz,659,France,Male,40,7,0.0,1,0,0,168373.41,0
2858,15760659,Moore,703,France,Male,29,2,163421.42,1,1,0,85938.2,0
2859,15746813,Greco,778,France,Female,26,8,82957.79,2,1,1,4854.85,0
2860,15677214,Yildiz,732,France,Female,52,7,79753.34,1,1,0,95777.7,0
2861,15614106,Greco,580,Germany,Female,34,1,71592.6,1,1,0,5306.84,1
2862,15798361,Martin,708,France,Male,61,10,104434.7,1,1,1,42905.32,0
2863,15774482,Romano,829,France,Male,45,0,82238.17,1,1,1,36908.0,1
2864,15718749,Wilson,565,Spain,Female,33,3,152534.43,1,1,1,47581.42,1
2865,15587390,Jones,850,Spain,Male,69,3,0.0,2,0,0,47483.8,1
2866,15574494,Celik,687,France,Female,53,1,0.0,1,1,1,172130.05,0
2867,15644502,Romano,608,France,Male,24,7,0.0,1,1,0,75891.31,0
2868,15605080,Lombardo,564,France,Female,30,5,95239.88,1,1,1,158198.07,0
2869,15780780,Hsia,629,Spain,Male,18,8,120217.92,2,0,1,10754.15,0
2870,15617153,Romano,462,France,Male,36,3,0.0,2,0,1,20264.1,1
2871,15636360,Muller,610,France,Male,66,9,0.0,1,1,0,34360.08,1
2872,15809624,Davis,625,Germany,Male,21,5,131335.87,2,1,1,61094.49,0
2873,15770256,Celik,547,Germany,Male,43,0,0.0,2,1,1,5312.55,0
2874,15620374,Hsia,722,France,Male,74,3,140692.21,1,1,0,4877.36,1
2875,15661582,Kent,629,France,Female,36,3,0.0,2,1,1,130812.5,0
2876,15694634,Jones,589,France,Male,42,5,134983.26,1,1,0,197561.1,1
2877,15731761,Kent,619,France,Male,34,7,0.0,1,1,0,118609.51,0
2878,15799734,Kent,684,France,Male,30,1,146348.09,3,0,0,115963.27,1
2879,15783472,Dogan,657,Spain,Male,48,8,0.0,2,1,0,9165.22,0
2880,15809988,Romano,583,Spain,Female,48,1,129160.99,1,0,0,141291.12,0
2881,15575861,Wagner,662,Germany,Male,44,10,126088.18,2,0,0,144065.13,0
2882,15624788,Taylor,645,Germany,Female,32,4,123146.5,1,1,1,82576.62,0
2883,15706445,Fischer,541,Germany,Female,44,10,110172.49,1,1,1,156373.13,0
2884,15577979,Lombardo,622,France,Male,23,0,153492.65,2,1,0,104205.76,0
2885,15654532,Muller,706,Germany,Male,45,2,161305.29,1,1,0,6744.58,1
2886,15604099,Onio,705,France,Male,29,10,0.0,1,1,0,1131.3,0
2887,15798920,Howells,628,France,Male,29,1,123909.64,1,1,1,15161.58,0
2888,15581532,Howells,715,France,Male,60,3,0.0,2,1,0,24602.46,1
2889,15602800,Kent,556,Germany,Female,18,6,128690.77,1,0,0,157736.31,0
2890,15614479,Dogan,559,Germany,Female,36,2,0.0,2,1,0,188459.68,1
2891,15602847,Yilmaz,626,France,Male,24,3,0.0,1,1,0,13851.94,0
2892,15707837,Aydin,794,France,Female,40,7,112083.36,2,1,0,136286.91,0
2893,15656783,Dogan,666,Spain,Female,30,5,137843.17,2,0,0,117637.84,0
2894,15793803,Fischer,624,France,Male,25,4,85508.47,2,1,1,19804.05,0
2895,15630902,Hsia,798,France,Male,34,7,137108.62,2,1,0,77946.22,0
2896,15699999,Moore,622,Spain,Male,28,10,158669.2,1,1,0,118517.8,0
2897,15730716,Yilmaz,850,Germany,Male,28,9,100730.06,2,0,1,19191.89,0
2898,15722191,Fischer,601,France,Male,46,0,107289.32,1,1,0,38494.71,0
2899,15764787,Miller,553,France,Male,23,6,106455.46,1,1,0,72284.66,0
2900,15616165,Hooper,634,Spain,Female,18,5,106481.84,2,0,0,2932.38,0
2901,15692559,Celik,626,France,Male,41,4,160961.55,1,0,1,131000.11,0
2902,15765838,Brown,572,Spain,Female,36,2,0.0,2,1,0,57329.35,0
2903,15781445,Demir,850,Spain,Male,30,2,92216.9,1,0,0,14292.1,0
2904,15720141,Brown,681,Spain,Male,46,7,96656.02,2,1,1,19973.66,0
2905,15728666,Lombardo,695,France,Male,62,10,59795.06,1,0,1,45101.19,1
2906,15781725,Taylor,606,France,Male,37,6,0.0,1,1,0,74719.81,0
2907,15721911,Wilson,595,France,Male,38,2,83612.64,2,0,1,124281.77,0
2908,15802901,Smith,748,France,Male,26,2,84964.97,2,1,0,175875.94,0
2909,15597598,Smith,489,France,Female,23,2,0.0,1,0,1,189112.88,0
2910,15652672,Schmidt,540,France,Male,36,5,88744.49,2,1,0,137822.81,0
2911,15593745,Rossi,626,France,Male,21,7,116361.6,4,0,0,119880.96,0
2912,15588344,Wagner,780,Germany,Male,20,8,0.0,1,1,0,6348.87,0
2913,15683681,Wagner,614,France,Male,43,7,129977.98,1,1,1,3238.18,0
2914,15622180,Moore,690,France,Male,23,10,127415.98,1,1,0,28802.67,1
2915,15667485,Sahin,653,France,Male,43,9,44847.83,1,1,0,18145.95,0
2916,15675156,Weber,774,Germany,Male,54,2,105814.54,1,1,1,92933.25,0
2917,15720925,Howells,498,France,Male,42,10,158365.72,1,0,1,92360.08,0
2918,15802114,Hsia,721,Germany,Female,22,0,184076.83,1,1,1,199057.54,0
2919,15778038,Sahin,631,France,Female,69,8,144263.54,1,0,0,184836.04,1
2920,15660274,Weber,739,Germany,Male,38,6,121763.5,2,1,0,28720.03,0
2921,15647093,Lombardo,571,Spain,Male,37,0,95019.41,1,1,0,184954.91,0
2922,15758385,Arslan,652,Germany,Female,36,3,157506.87,2,0,0,168365.75,0
2923,15596612,Aydin,640,Germany,Male,30,9,0.0,2,0,0,144651.64,0
2924,15700814,Wagner,554,Spain,Male,26,8,112552.88,3,0,1,96491.32,0
2925,15671450,Garcia,527,France,Female,18,6,154465.65,1,1,1,186960.57,0
2926,15611401,Weber,594,France,Male,24,8,27518.92,2,1,1,38555.98,0
2927,15719806,Weber,662,Spain,Male,34,2,117885.4,2,0,1,12381.4,0
2928,15645881,Smith,577,Spain,Male,43,2,0.0,1,1,1,154936.22,0
2929,15612098,Kaya,618,Germany,Male,27,6,136589.35,2,1,1,96704.58,0
2930,15728991,Ferri,469,France,Male,41,4,168535.32,2,1,1,93746.13,0
2931,15609248,Martin,614,France,Male,34,2,0.0,2,1,1,77234.93,0
2932,15733906,Kent,748,Spain,Female,36,0,0.0,1,0,0,199267.65,1
2933,15606222,Miller,718,Germany,Male,49,4,126263.29,2,1,0,82559.34,1
2934,15674386,Dogan,642,France,Male,41,7,163303.78,2,1,1,44945.51,1
2935,15767690,Kent,673,France,Male,44,4,72294.18,1,1,0,87742.12,0
2936,15622859,Wagner,570,Spain,Female,71,6,126307.59,1,1,0,118863.4,1
2937,15757599,Bianchi,806,Germany,Male,27,2,80276.37,1,1,0,9025.54,0
2938,15746169,Conti,849,Spain,Male,48,10,131497.13,2,0,0,74891.9,1
2939,15791355,Cameron,666,France,Female,43,8,0.0,2,1,0,67948.85,0
2940,15607917,Kent,850,France,Male,43,3,114069.23,1,1,1,115707.55,0
2941,15744472,Cameron,585,France,Male,39,5,0.0,1,1,0,120193.92,1
2942,15799858,Martin,530,France,Male,42,7,0.0,2,1,0,80609.63,0
2943,15756447,Demir,582,France,Female,34,1,125792.37,1,1,1,157887.23,0
2944,15612674,Bianchi,629,France,Female,38,6,125639.83,2,0,1,139922.22,0
2945,15771232,Hooper,850,France,Male,52,2,120497.97,1,1,1,189253.77,0
2946,15592527,Rossi,623,France,Female,31,6,141542.96,1,1,1,140357.95,0
2947,15712905,Fischer,567,Spain,Female,32,5,113415.66,1,1,0,178244.06,0
2948,15690107,Ferri,564,France,Male,42,4,0.0,2,1,1,63247.66,1
2949,15698465,Romano,759,France,Male,41,7,148820.59,1,0,1,185581.64,0
2950,15695582,Celik,746,Germany,Male,34,4,0.0,1,0,0,146334.31,0
2951,15573569,Yilmaz,603,France,Male,43,8,128385.25,1,1,0,63568.31,0
2952,15692743,Kaya,470,Germany,Female,43,2,142894.14,2,0,1,118072.98,0
2953,15799876,Lombardo,542,Spain,Male,68,0,87907.91,2,1,1,186883.01,0
2954,15674863,Cameron,815,Germany,Male,75,7,0.0,1,1,1,149297.54,1
2955,15634926,Smith,716,France,Male,79,6,77072.17,2,1,0,133139.05,0
2956,15814393,Martin,656,Spain,Male,43,7,109541.92,2,1,1,167699.0,0
2957,15590448,Taylor,829,Spain,Female,49,4,0.0,2,1,0,50274.3,0
2958,15687265,Dogan,838,Spain,Male,42,7,119257.29,3,1,0,199167.15,1
2959,15693844,Martin,647,France,Male,36,0,0.0,2,0,0,2512.66,0
2960,15685182,Garcia,648,Germany,Female,43,10,0.0,1,1,1,187014.0,0
2961,15796122,Fischer,594,Germany,Female,36,9,0.0,2,1,1,99779.68,0
2962,15671137,Hooper,623,France,Male,38,3,0.0,1,0,0,192047.81,0
2963,15809015,Sahin,507,France,Male,37,3,167468.08,2,0,0,24976.77,1
2964,15582406,Moore,507,Spain,Female,37,1,0.0,1,0,1,178366.49,0
2965,15749176,Rossi,485,France,Male,31,10,114588.8,2,1,1,127562.72,0
2966,15713933,Kent,754,Spain,Female,48,0,124061.62,1,0,1,188964.87,0
2967,15625834,Cameron,500,Spain,Female,43,9,0.0,1,1,0,2095.85,0
2968,15622690,Wagner,837,France,Female,31,1,0.0,2,1,0,120855.44,0
2969,15745613,Yilmaz,580,France,Female,37,10,122610.07,2,1,1,144342.62,0
2970,15725096,Conti,817,Spain,Female,27,2,82659.86,2,1,0,140821.62,0
2971,15718486,Wagner,615,France,Male,40,4,109155.95,2,1,0,189412.96,0
2972,15578408,Pirozzi,500,Spain,Female,51,0,82192.07,2,1,0,36081.65,1
2973,15715165,Lombardo,773,France,Female,34,3,114416.98,1,0,0,103143.06,0
2974,15811036,Smith,785,France,Male,48,10,90120.39,2,1,1,137343.62,1
2975,15570031,Yilmaz,563,France,Female,38,6,0.0,3,1,0,88610.6,0
2976,15682947,Schmidt,618,France,Female,35,3,140835.35,1,1,1,59720.47,0
2977,15689289,Moore,563,Spain,Female,30,9,129387.18,2,0,1,96224.18,0
2978,15789879,Yilmaz,638,France,Male,36,10,0.0,1,1,0,117894.61,0
2979,15636409,Smith,660,France,Male,48,4,0.0,1,0,1,165182.57,0
2980,15684586,Rossi,616,Germany,Female,42,4,0.0,1,1,0,64944.81,0
2981,15744991,Miller,475,Spain,Female,28,9,0.0,1,1,1,90488.27,0
2982,15580783,Smith,594,France,Male,44,5,0.0,2,0,1,39935.63,0
2983,15765964,Schmidt,718,Spain,Male,40,3,0.0,1,1,0,121284.35,0
2984,15771245,Schmidt,630,France,Female,27,6,89291.47,1,1,0,115097.03,1
2985,15745604,Garcia,619,Spain,Male,25,3,161604.19,3,1,1,116788.48,0
2986,15727739,Onio,561,Germany,Female,24,4,107443.67,1,1,0,27641.08,0
2987,15752595,Romano,591,Spain,Female,49,7,117628.6,2,1,1,111235.85,0
2988,15761131,Aydin,785,Germany,Male,27,3,0.0,4,1,1,153686.83,1
2989,15791539,Jones,541,Spain,Female,35,5,99471.25,2,0,1,42256.37,0
2990,15672738,Onio,719,France,Male,43,7,0.0,2,1,0,40708.07,0
2991,15679710,Sahin,655,Germany,Male,42,9,0.0,4,1,1,147281.95,1
2992,15725178,Yilmaz,674,Germany,Male,42,9,107667.69,1,0,0,172148.64,0
2993,15613971,Schmidt,580,France,Female,26,9,66578.67,2,1,0,157444.4,0
2994,15779748,Wilson,616,Spain,Female,43,8,93043.52,2,1,0,71119.69,0
2995,15758320,Smith,649,Spain,Male,34,5,0.0,1,1,1,85941.45,0
2996,15723460,Moore,600,Spain,Female,39,4,103370.2,2,1,1,103758.13,0
2997,15641110,Ozturk,682,France,Male,38,0,134902.93,1,1,0,84005.87,0
2998,15652615,Miller,694,Spain,Female,36,8,96636.26,1,1,0,3697.73,0
2999,15674439,Dogan,850,France,Female,51,10,174375.26,1,1,1,65500.66,0
3000,15731326,Romano,677,Spain,Male,49,6,121567.86,1,0,1,160583.64,0
3001,15760201,Schmidt,466,France,Male,84,10,122238.36,1,1,1,51034.69,0
3002,15733657,Lombardo,762,Germany,Male,58,5,0.0,1,0,0,157126.45,1
3003,15798173,Demir,630,France,Male,22,1,0.0,2,0,1,169596.39,0
3004,15805837,Garcia,843,Germany,Female,37,9,63305.16,2,1,0,139074.56,1
3005,15741919,Smith,791,France,Female,56,4,0.0,1,1,0,113758.34,1
3006,15658425,Romano,601,Spain,Male,36,5,179044.03,2,1,1,112874.13,0
3007,15715461,Chien,719,Spain,Male,34,6,146895.7,2,0,1,73626.29,0
3008,15671966,Pirozzi,593,France,Male,26,4,0.0,1,1,1,105474.87,0
3009,15722968,Lombardo,650,Spain,Female,25,4,0.0,1,1,1,58932.86,0
3010,15768722,Hooper,715,Germany,Female,47,7,133372.99,1,0,1,135258.28,0
3011,15658030,Ozturk,757,France,Male,39,3,0.0,1,1,1,101892.91,0
3012,15692136,Kaya,736,France,Male,18,4,96347.34,1,0,0,139417.4,0
3013,15577109,Pirozzi,657,France,Male,52,1,188560.08,2,1,1,156503.12,1
3014,15749836,Greco,850,France,Male,54,3,123377.29,1,1,1,123844.38,0
3015,15688158,Smith,615,Germany,Male,35,7,0.0,1,1,0,31290.67,0
3016,15680623,Kaya,496,Germany,Male,38,5,0.0,1,1,1,106269.22,1
3017,15698802,Fischer,514,France,Female,58,4,0.0,1,1,1,144579.23,0
3018,15619572,Romano,792,Spain,Male,35,10,126196.69,1,1,1,108725.51,0
3019,15715186,Pirozzi,643,France,Female,21,2,85731.97,1,1,0,1274.71,0
3020,15751993,Romano,665,Spain,Female,48,5,0.0,2,1,1,75000.25,0
3021,15653116,Hooper,598,Spain,Male,54,0,135788.18,1,0,1,144163.45,0
3022,15598488,Cameron,607,Spain,Male,40,10,120258.14,1,0,0,20055.52,0
3023,15662405,Yilmaz,574,Germany,Male,27,9,94238.2,2,1,0,116863.53,0
3024,15615344,Yildiz,695,France,Female,56,9,0.0,3,1,0,28983.59,1
3025,15659181,Cameron,641,Spain,Male,33,2,0.0,2,1,1,141508.76,0
3026,15722400,Ozturk,692,Germany,Female,29,5,92251.23,1,0,0,111738.94,1
3027,15594048,Arslan,683,Spain,Female,39,4,67274.89,2,1,1,189660.85,0
3028,15752510,Hooper,609,France,Male,35,3,108843.84,1,1,1,1778.82,0
3029,15621851,Arslan,510,Germany,Male,46,0,0.0,1,0,1,67771.56,0
3030,15789363,Yildiz,502,France,Male,71,7,64390.2,2,1,0,75958.0,1
3031,15748803,Yilmaz,850,Germany,Male,28,0,132221.14,2,0,1,116392.99,0
3032,15633844,Moore,792,Spain,Male,49,10,80424.76,1,0,0,189785.6,0
3033,15706501,Muller,779,France,Female,34,1,0.0,2,1,1,153496.44,1
3034,15593380,Wagner,585,France,Male,46,4,144603.53,3,1,1,158462.24,0
3035,15590634,Lombardo,651,France,Male,40,3,0.0,1,1,0,46081.89,0
3036,15804702,Schmidt,572,France,Female,32,2,197612.27,2,0,0,38730.64,0
3037,15766300,Hooper,524,France,Female,49,10,73277.55,1,0,1,81561.94,0
3038,15604305,Arslan,593,France,Male,34,1,131792.57,2,1,1,60746.73,0
3039,15636370,Garcia,777,France,Male,29,8,0.0,1,0,1,150714.15,0
3040,15615115,Jones,731,Germany,Female,48,5,122146.1,1,1,1,92542.26,0
3041,15664486,Demir,557,Spain,Male,29,7,115303.65,1,1,1,152442.03,0
3042,15638530,Conti,620,France,Male,47,4,55740.31,2,1,1,22488.7,0
3043,15647713,Dogan,722,France,Female,38,0,0.0,1,1,0,178403.05,0
3044,15698043,Wilson,595,Spain,Female,39,5,0.0,1,0,1,102049.76,0
3045,15612962,Miller,658,France,Male,28,0,138138.4,1,1,1,198245.12,0
3046,15786397,Kaya,689,France,Male,40,5,0.0,1,1,1,96936.42,0
3047,15747605,Lombardo,688,France,Female,33,6,183439.63,1,1,1,47452.86,0
3048,15755829,Arslan,674,Spain,Male,59,6,0.0,2,0,0,33146.51,0
3049,15608068,Celik,587,France,Female,25,7,130012.02,2,1,1,126715.06,0
3050,15742732,Garcia,597,Spain,Male,53,3,161421.59,1,1,1,159375.68,0
3051,15774753,Yildiz,541,France,Female,54,10,119586.15,2,1,1,183843.35,1
3052,15609494,Rossi,500,France,Female,44,5,0.0,1,0,0,33986.82,1
3053,15753512,Ozturk,639,France,Male,58,7,152697.81,1,0,0,38038.06,0
3054,15655117,Jones,728,Spain,Female,35,4,115472.26,2,1,1,89656.46,0
3055,15762587,Smith,517,Germany,Male,37,4,148979.92,2,1,1,47731.96,0
3056,15685296,Kaya,676,Germany,Female,44,5,116494.82,2,1,0,161635.38,1
3057,15766244,Yilmaz,725,Spain,Female,35,9,0.0,1,1,0,65301.8,1
3058,15602555,Hsia,474,Germany,Female,19,4,118323.59,1,0,0,83356.12,0
3059,15662966,Dogan,624,France,Male,25,0,0.0,2,1,0,1920.69,0
3060,15634055,Sahin,808,Germany,Female,26,7,0.0,2,1,1,9799.05,0
3061,15627789,Brown,703,France,Female,48,3,105408.0,1,1,1,116339.03,0
3062,15642780,Smith,470,Germany,Male,38,7,0.0,1,0,1,171528.19,0
3063,15661305,Martin,713,Spain,Female,47,9,159941.13,2,0,0,89663.93,0
3064,15597518,Rossi,578,France,Male,49,4,81277.07,1,1,0,178010.06,1
3065,15742463,Jones,716,France,Female,35,10,150444.55,2,1,1,8877.61,0
3066,15703254,Weber,584,Germany,Female,41,8,0.0,1,1,1,178492.16,1
3067,15773009,Hooper,645,France,Male,25,7,0.0,1,1,0,117118.3,0
3068,15741950,Demir,598,France,Male,31,10,127583.53,1,1,0,67899.08,0
3069,15602960,Hsia,650,Germany,Female,35,9,94464.41,2,1,0,20093.92,1
3070,15583183,Wilson,596,France,Male,38,8,153790.11,2,0,1,47347.35,0
3071,15671398,Hsia,629,France,Male,23,10,80734.4,2,1,0,165536.65,0
3072,15685976,Aydin,537,Germany,Male,35,8,149320.35,1,1,0,196874.96,1
3073,15625760,Moore,697,France,Male,29,9,119589.04,1,1,0,14268.85,0
3074,15761245,Celik,667,France,Male,69,8,0.0,2,0,0,31298.51,0
3075,15711090,Greco,495,Spain,Male,39,5,0.0,2,0,0,73733.98,0
3076,15752690,Romano,745,France,Female,47,4,0.0,2,1,0,195527.18,1
3077,15592952,Kaya,633,France,Female,47,8,83560.34,2,1,1,26325.22,0
3078,15769460,Hsia,666,Spain,Female,40,10,135759.34,1,0,1,187535.1,0
3079,15617221,Greco,723,France,Male,43,6,124402.84,1,0,0,60551.96,1
3080,15677756,Wagner,682,Spain,Female,42,2,107409.41,1,1,0,93764.15,1
3081,15675539,Smith,762,Germany,Male,42,8,0.0,2,0,0,59171.62,0
3082,15770831,Pirozzi,622,Germany,Female,56,3,95267.37,2,0,1,141999.81,0
